source	target
ELF1	DSP
ELF1	ZNF766
ELF1	FEZF1
ELF1	HNF4A
ELF1	INF2
ELF1	KLF10
ELF1	GLIS3
ELF1	WHSC1
ELF1	ZNF205
ELF1	CHD2
ELF1	UBTF
ELF1	TBX20
ELF1	ZNF275
ELF1	E2F5
ELF1	ZNF419
ELF1	ZNF506
ELF1	REPIN1
ELF1	ZNF160
ELF1	ZNF836
ELF1	ZNF83
ELF1	NFAT5
ELF1	ZNF195
ELF1	RBM20
ELF1	NFIA
ELF1	PHB2
ELF1	ZBTB22
ELF1	SORBS2
ELF1	THAP4
ELF1	NFKB1
ELF1	ZNF701
ELF1	ZBTB33
ELF1	ZCCHC6
ELF1	DDIT3
ELF1	SATB1
ELF1	THAP3
ELF1	ZFP91
ELF1	ZNF670
ELF1	RBAK
ELF1	KLF9
ELF1	EHF
ELF1	POU2F2
ELF1	IKZF1
ELF1	ZKSCAN3
ELF1	SP1
ELF1	ZBTB7B
ELF1	CDC5L
ELF1	ETS2
ELF1	ZFP41
ELF1	FOXJ1
ELF1	NR6A1
ELF1	TRIM23
ELF1	RUNX1
ELF1	DR1
ELF1	E2F4
ELF1	GTF2E2
ELF1	IRF1
ELF1	JUNB
ELF1	SMARCE1
ELF1	TCF21
ELF1	TUB
ELF1	ZNF35
ELF1	CEBPA
ELF1	DVL1
ELF1	OVOL1
ELF1	NR2F6
ELF1	NHLH1
ELF1	ZNF354A
ELF1	IRF9
ELF1	CREB3
ELF1	ZNF12
ELF1	ZNF28
ELF1	ZNF41
ELF1	ZNF175
ELF1	ZNF236
ELF1	KIN
ELF1	STAT5B
ELF1	POU2F3
ELF1	TFCP2L1
ELF1	ZNF354C
ELF1	ADNP2
ELF1	CIC
ELF1	EP400
ELF1	KLF13
ELF1	PLEK2
ELF1	CHD7
ELF1	HMG20A
ELF1	ZNF654
ELF1	ZKSCAN4
ELF1	POLE4
ELF1	ZNF319
ELF1	CRAMP1L
ELF1	WIZ
ELF1	ZNF350
ELF1	NR1D1
ELF1	ZMAT3
ELF1	ZNF34
ELF1	THAP2
ELF1	DMRTA2
ELF1	CHD6
ELF1	MAFG
ELF1	ZC3H10
ELF1	ZNF830
ELF1	ZNF384
ELF1	ARX
ELF1	ZNF25
ELF1	ZUFSP
ELF1	HMGA1
ELF1	DEPDC4
ELF1	ZNF491
ELF1	ZNF524
ELF1	ZNF367
ELF1	MLX
ELF1	ZNF57
ELF1	ZNF776
ELF1	ZNF800
ELF1	ZBTB41
ELF1	TCF12
ELF2	ZNF787
ELF2	ZMAT5
ELF2	ZNF740
ELF2	ZNF774
ELF2	ZNF780B
ELF2	ZNF473
ELF2	DEPDC5
ELF2	ZNF761
ELF2	ZNF468
ELF2	DSP
ELF2	KIAA2018
ELF2	ZNF766
ELF2	FEZF1
ELF2	HNF4A
ELF2	INF2
ELF2	KLF10
ELF2	GLIS3
ELF2	WHSC1
ELF2	ZNF205
ELF2	CHD2
ELF2	UBTF
ELF2	TBX20
ELF2	ZNF275
ELF2	E2F5
ELF2	ZNF419
ELF2	ZNF506
ELF2	ZNF239
ELF2	REPIN1
ELF2	ZNF160
ELF2	ZNF836
ELF2	ZNF83
ELF2	NFAT5
ELF2	ELK1
ELF2	ZNF195
ELF2	RBM20
ELF2	NFIA
ELF2	DMTF1
ELF2	PHB2
ELF2	ZBTB22
ELF2	SORBS2
ELF2	RIOK2
ELF2	ETV1
ELF2	THAP4
ELF2	NFKB1
ELF2	ZNF701
ELF2	HDX
ELF2	ZBTB33
ELF2	ZNF408
ELF2	ZCCHC6
ELF2	DDIT3
ELF2	SATB1
ELF2	THAP3
ELF2	ZFP91
ELF2	GABPA
ELF2	TGIF2
ELF2	ZNF670
ELF2	RBAK
ELF2	KLF9
ELF2	EHF
ELF2	POU2F2
ELF2	IKZF1
ELF2	ZKSCAN3
ELF2	E2F3
ELF2	SP1
ELF2	ZBTB7B
ELF2	CDC5L
ELF2	ETS2
ELF2	ZFP41
ELF2	FOXJ1
ELF2	NR6A1
ELF2	TRIM23
ELF2	RUNX1
ELF2	DR1
ELF2	E2F4
ELF2	GTF2E2
ELF2	GTF2F1
ELF2	IRF1
ELF2	JUNB
ELF2	SMARCE1
ELF2	TCF21
ELF2	TUB
ELF2	ZNF35
ELF2	CEBPA
ELF2	DVL1
ELF2	OVOL1
ELF2	NR2F6
ELF2	NHLH1
ELF2	ZNF354A
ELF2	MTF1
ELF2	IRF9
ELF2	CREB3
ELF2	ZNF12
ELF2	ZNF28
ELF2	ZNF41
ELF2	ZNF175
ELF2	ZNF236
ELF2	KIN
ELF2	STAT5B
ELF2	PATZ1
ELF2	POU2F3
ELF2	TFCP2L1
ELF2	ZNF354C
ELF2	ADNP2
ELF2	CIC
ELF2	EP400
ELF2	KLF13
ELF2	PLEK2
ELF2	CHD7
ELF2	HMG20A
ELF2	ZNF654
ELF2	ZKSCAN4
ELF2	POLE4
ELF2	THAP10
ELF2	ZNF319
ELF2	CRAMP1L
ELF2	WIZ
ELF2	ZNF350
ELF2	NR1D1
ELF2	ZMAT3
ELF2	ZNF34
ELF2	THAP2
ELF2	DMRTA2
ELF2	CHD6
ELF2	MAFG
ELF2	ZC3H10
ELF2	ZNF830
ELF2	ZFP90
ELF2	ZNF384
ELF2	ARX
ELF2	ZNF25
ELF2	ZUFSP
ELF2	HMGA1
ELF2	DEPDC4
ELF2	ZNF491
ELF2	ZNF524
ELF2	HOXC4
ELF2	ZNF367
ELF2	MLX
ELF2	ZNF57
ELF2	ZNF776
ELF2	ZNF800
ELF2	ZBTB41
ELF2	TCF12
ELF2	AR
ELF2	MET
ELF2	PITX2
ELF2	VDR
ELF2	WT1
ELF2	GRM6
ELF2	PGR
ELF2	ZNF425
ELF2	SREBF1
ELF2	ZSCAN2
ELF2	ZNF599
ELF2	PRDM2
ELF2	ISX
ELF2	ZNF763
ELF2	RUNX2
ELF2	RUNX3
ELF2	ZNF284
ELF2	MEOX1
ELF2	HSF4
ELF2	ZNF596
ELF2	TFAP2A
ELF2	ZNF391
ELF2	TCF19
ELF2	ZNF331
ELF2	PROX2
ELF2	ZNF697
ELF2	TBX18
ELF2	ZFP112
ELF2	RAPGEF4
ELF2	ZNF250
ELF2	ZNF385B
ELF2	ZNF276
ELF2	TP63
ELF2	TP53
ELF2	ZNF84
ELF2	HIVEP3
ELF2	ZNF562
ELF2	NR1H3
ELF2	SMARCC2
ELF2	HMGB2
ELF2	DEK
ELF2	PBX3
ELF2	HSF2
ELF2	RCOR3
ELF2	PRDM6
ELF2	HES4
ELF2	ETV3
ELF2	ZNF414
ELF2	RAD51
ELF2	NKX2-5
ELF2	AFF1
ELF2	FLI1
ELF2	DZIP1L
ELF2	FOXO4
ELF2	RNF166
ELF2	SATB2
ELF2	ZFP62
ELF2	SP3
ELF2	ZNF300
ELF2	ZEB1
ELF2	LMX1B
ELF2	KLF11
ELF2	STAT6
ELF2	SP110
ELF2	MYNN
ELF2	RNF138
ELF2	MEF2C
ELF2	UNKL
ELF2	TCF24
ELF2	ZSCAN9
ELF2	OTX1
ELF2	ZNF778
ELF2	ZNF513
ELF2	MTA1
ELF2	TP73
ELF2	ZNF664
ELF2	ZNF497
ELF2	ETV7
ELF2	ZNF48
ELF2	ZNF790
ELF2	TCF4
ELF2	ZNF124
ELF2	FOXP1
ELF2	NFIC
ELF2	TRIM3
ELF2	IRX5
ELF2	ZNF444
ELF2	ATF2
ELF2	NFKB2
ELF2	ETV4
ELF2	CDX2
ELF2	IKZF5
ELF2	ZNF700
ELF2	EPAS1
ELF2	CDX1
ELF2	CENPB
ELF2	NR4A1
ELF2	HOXB5
ELF2	INSM1
ELF2	PCSK6
ELF2	POU6F1
ELF2	SALL1
ELF2	NFE2L1
ELF2	ZFP36
ELF2	ZNF131
ELF2	ZNF132
ELF2	ZNF141
ELF2	HMGA2
ELF2	EEA1
ELF2	KLF7
ELF2	DVL2
ELF2	E4F1
ELF2	NFATC3
ELF2	GCM2
ELF2	ZRSR2
ELF2	CBX2
ELF2	ZBTB48
ELF2	SMAD4
ELF2	HOXA1
ELF2	REST
ELF2	FARSB
ELF2	RBM5
ELF2	AKAP8
ELF2	H1FX
ELF2	HMG20B
ELF2	PPP1R13L
ELF2	HIVEP2
ELF2	ZNF17
ELF2	ZNF19
ELF2	ZNF79
ELF2	ZNF81
ELF2	DUSP12
ELF2	DPF3
ELF2	ZFPM2
ELF2	RAPGEF5
ELF2	PLXNB2
ELF2	TBX21
ELF2	ZBTB44
ELF2	SOX8
ELF2	ZBTB39
ELF2	PDS5B
ELF2	ZC3H3
ELF2	ZBTB7A
ELF2	ZFR
ELF2	PRRX2
ELF2	ZNF639
ELF2	SIX2
ELF2	ZNF446
ELF2	YEATS2
ELF2	PBRM1
ELF2	TERF2IP
ELF2	MNT
ELF2	ZNF529
ELF2	ZNF14
ELF2	ZNF8
ELF2	FOXA2
ELF2	ZNF69
ELF2	ZNF148
ELF2	TUT1
ELF2	HOXB9
ELF2	ZNF768
ELF2	E2F8
ELF2	ZFHX4
ELF2	CENPT
ELF2	ZSCAN16
ELF2	ZNF696
ELF2	ZNF496
ELF2	FIZ1
ELF2	ZNF658
ELF2	TIGD7
ELF2	SSH2
ELF2	TRERF1
ELF2	ZNF526
ELF2	ZNF570
ELF2	ZNF23
ELF2	ZSCAN21
ELF2	ZNF585B
ELF2	ZNF786
ELF2	ZSCAN29
ELF2	HIF3A
ELF2	ZNF75A
ELF2	ZNF598
ELF2	SNAI3
ELF2	ZNF326
ELF2	MAFA
ELF2	ZNF580
ELK1	NR3C2
ELK1	ZNF787
ELK1	ZNF774
ELK1	ZNF182
ELK1	ZNF599
ELK1	ZNF655
ELK1	ZIK1
ELK1	SP3
ELK1	RARA
ELK1	AFF3
ELK1	ZNF174
ELK1	ZNF226
ELK1	GPR155
ELK1	ZNF284
ELK1	CREBZF
ELK1	ZNF205
ELK1	CARHSP1
ELK1	ZNF557
ELK1	NFKB2
ELK1	ZNF846
ELK1	ZNF629
ELK1	ZNF697
ELK1	TBX18
ELK1	ZNF799
ELK1	ZNF623
ELK1	PRDM7
ELK1	ZNF419
ELK1	ZNF276
ELK1	ZNF222
ELK1	NR1H3
ELK1	THAP5
ELK1	TCF7
ELK1	DMTF1
ELK1	ZNF234
ELK1	PHB2
ELK1	SKIL
ELK1	NR2F2
ELK1	ZNF566
ELK1	MAFF
ELK1	ZNF44
ELK1	THAP4
ELK1	RNF166
ELK1	ZNF408
ELK1	ZCCHC6
ELK1	RNF138
ELK1	ZSCAN9
ELK1	ZNF513
ELK1	MBD1
ELK1	RBAK
ELK1	TTF1
ELK1	ZNF233
ELK1	IRX5
ELK1	NR1H2
ELK1	USP39
ELK1	NFATC2
ELK1	RXRB
ELK1	ZNF334
ELK1	KLF7
ELK1	ZNF423
ELK1	NFX1
ELK1	TUB
ELK1	ZFP37
ELK1	ZNF35
ELK1	RFXANK
ELK1	ZNF235
ELK1	SP110
ELK1	FOS
ELK1	STAT2
ELK1	ZNF230
ELK1	PPP1R13L
ELK1	ELF2
ELK1	SOX12
ELK1	ZNF12
ELK1	ZNF19
ELK1	ZNF175
ELK1	NUPL2
ELK1	ZNF180
ELK1	TBX21
ELK1	ZNF221
ELK1	ZNF432
ELK1	PDS5B
ELK1	PLEK2
ELK1	POGK
ELK1	GATAD2A
ELK1	ZSCAN32
ELK1	YEATS2
ELK1	ZKSCAN7
ELK1	ZNF529
ELK1	ZNFX1
ELK1	GATAD1
ELK1	ZNF462
ELK1	NR1D1
ELK1	RBM26
ELK1	CCDC71
ELK1	CBLL1
ELK1	ZNF671
ELK1	ZNF606
ELK1	ZNF34
ELK1	ZNF333
ELK1	ZNF354B
ELK1	ZFP90
ELK1	DLX4
ELK1	ZNF251
ELK1	ZNF837
ELK1	THAP6
ELK1	ZNF564
ELK1	ZSCAN29
ELK1	ZNF547
ELK1	ZNF776
ELK1	SIX5
ELK1	ZBTB41
ELK1	ZNF773
ELK1	ZNF543
ELK1	NR0B1
ELK1	GPATCH8
ELK1	ETV3L
ELK1	THAP7
ELK1	ZNF805
ELK1	ZNF197
ELK1	ADAR
ELK1	DMAP1
ELK1	ZNF829
ELK1	GON4L
ELK1	ZNF384
ELK1	U2AF1L4
ELK1	NCOR2
ELK1	ZNF586
ELK1	ZGPAT
ELK1	ZBTB21
ELK1	ZNF621
ELK1	ZNF239
ELK1	ZNF84
ELK1	ZNF717
ELK1	ZNF213
ELK1	HES6
ELK1	ZNF438
ELK1	ETV3
ELK1	HOPX
ELK1	GATA2
ELK1	ZNF135
ELK1	ZNF605
ELK1	LCOR
ELK1	STAT6
ELK1	ZNF75D
ELK1	BACH1
ELK1	ZNF549
ELK1	ZNF568
ELK1	POU2F2
ELK1	ZBTB17
ELK1	ZNF410
ELK1	TIGD6
ELK1	CUL3
ELK1	ZNF551
ELK1	GTF2H2
ELK1	CDX1
ELK1	DR1
ELK1	NR4A1
ELK1	FOXN2
ELK1	JUN
ELK1	PSMD12
ELK1	RFX3
ELK1	SSRP1
ELK1	ZNF264
ELK1	ZNF132
ELK1	ZNF141
ELK1	DVL1
ELK1	HIST1H1E
ELK1	HOXA1
ELK1	TERF2
ELK1	MRPL28
ELK1	GMEB1
ELK1	ZNF460
ELK1	ZNF22
ELK1	RNF113A
ELK1	SF3A2
ELK1	STAT1
ELK1	HEY2
ELK1	KIN
ELK1	ETV2
ELK1	ZNF324
ELK1	ZBTB11
ELK1	ZNF544
ELK1	ZKSCAN5
ELK1	ZC3H13
ELK1	EP400
ELK1	ZNF337
ELK1	ZNF593
ELK1	ZNF274
ELK1	ZNF416
ELK1	RBM22
ELK1	THAP1
ELK1	HMG20A
ELK1	THAP10
ELK1	PRDM8
ELK1	THAP11
ELK1	ZNF687
ELK1	ZNF530
ELK1	NOC3L
ELK1	ZBTB3
ELK1	ZNF672
ELK1	ZSCAN16
ELK1	ZNF696
ELK1	DMRTA2
ELK1	ZNF394
ELK1	ZNF594
ELK1	GLIS2
ELK1	ZBTB45
ELK1	TIGD5
ELK1	TIGD7
ELK1	ZNF622
ELK1	BATF2
ELK1	ZNF653
ELK1	ZNF420
ELK1	ZNF23
ELK1	ZSCAN21
ELK1	ZNF585B
ELK1	ZNF597
ELK1	ZNF585A
ELK1	THAP8
ELK1	ZNF75A
ELK1	ZNF461
ELK1	ZNF584
ELK1	ZNF575
ELK1	HKR1
ELK1	ZSCAN22
ELK1	YY2
ELK1	ZNF580
ELK1	ZMAT5
ELK1	ZNF740
ELK1	ZNF780B
ELK1	ZNF473
ELK1	DEPDC5
ELK1	ZNF761
ELK1	ZNF468
ELK1	DSP
ELK1	KIAA2018
ELK1	ZNF766
ELK1	FEZF1
ELK1	HNF4A
ELK1	INF2
ELK1	KLF10
ELK1	GLIS3
ELK1	WHSC1
ELK1	CHD2
ELK1	UBTF
ELK1	TBX20
ELK1	ZNF275
ELK1	E2F5
ELK1	ZNF506
ELK1	REPIN1
ELK1	ZNF160
ELK1	ZNF836
ELK1	ZNF83
ELK1	NFAT5
ELK1	ELK1
ELK1	ZNF195
ELK1	RBM20
ELK1	NFIA
ELK1	ZBTB22
ELK1	SORBS2
ELK1	RIOK2
ELK1	ETV1
ELK1	NFKB1
ELK1	ZNF701
ELK1	HDX
ELK1	ZBTB33
ELK1	DDIT3
ELK1	SATB1
ELK1	THAP3
ELK1	ZFP91
ELK1	GABPA
ELK1	TGIF2
ELK1	ZNF670
ELK1	KLF9
ELK1	EHF
ELK1	IKZF1
ELK1	ZKSCAN3
ELK1	E2F3
ELK1	SP1
ELK1	ZBTB7B
ELK1	CDC5L
ELK1	ETS2
ELK1	ZFP41
ELK1	FOXJ1
ELK1	NR6A1
ELK1	TRIM23
ELK1	RUNX1
ELK1	E2F4
ELK1	GTF2E2
ELK1	GTF2F1
ELK1	IRF1
ELK1	JUNB
ELK1	SMARCE1
ELK1	TCF21
ELK1	CEBPA
ELK1	OVOL1
ELK1	NR2F6
ELK1	NHLH1
ELK1	ZNF354A
ELK1	MTF1
ELK1	IRF9
ELK1	CREB3
ELK1	ZNF28
ELK1	ZNF41
ELK1	ZNF236
ELK1	STAT5B
ELK1	PATZ1
ELK1	POU2F3
ELK1	TFCP2L1
ELK1	ZNF354C
ELK1	ADNP2
ELK1	CIC
ELK1	KLF13
ELK1	CHD7
ELK1	ZNF654
ELK1	ZKSCAN4
ELK1	POLE4
ELK1	ZNF319
ELK1	CRAMP1L
ELK1	WIZ
ELK1	ZNF350
ELK1	ZMAT3
ELK1	THAP2
ELK1	CHD6
ELK1	MAFG
ELK1	ZC3H10
ELK1	ZNF830
ELK1	ARX
ELK1	ZNF25
ELK1	ZUFSP
ELK1	HMGA1
ELK1	DEPDC4
ELK1	ZNF491
ELK1	ZNF524
ELK1	HOXC4
ELK1	ZNF367
ELK1	MLX
ELK1	ZNF57
ELK1	ZNF800
ELK1	TCF12
ELK4	ZNF787
ELK4	ZMAT5
ELK4	ZNF740
ELK4	ZNF774
ELK4	ZNF780B
ELK4	ZNF473
ELK4	DEPDC5
ELK4	ZNF761
ELK4	ZNF468
ELK4	DSP
ELK4	KIAA2018
ELK4	ZNF766
ELK4	FEZF1
ELK4	HNF4A
ELK4	INF2
ELK4	KLF10
ELK4	GLIS3
ELK4	WHSC1
ELK4	ZNF205
ELK4	CHD2
ELK4	UBTF
ELK4	TBX20
ELK4	ZNF275
ELK4	E2F5
ELK4	ZNF419
ELK4	ZNF506
ELK4	ZNF239
ELK4	REPIN1
ELK4	ZNF160
ELK4	ZNF836
ELK4	ZNF83
ELK4	NFAT5
ELK4	ELK1
ELK4	ZNF195
ELK4	RBM20
ELK4	NFIA
ELK4	DMTF1
ELK4	PHB2
ELK4	ZBTB22
ELK4	SORBS2
ELK4	RIOK2
ELK4	ETV1
ELK4	THAP4
ELK4	NFKB1
ELK4	ZNF701
ELK4	HDX
ELK4	ZBTB33
ELK4	ZNF408
ELK4	ZCCHC6
ELK4	DDIT3
ELK4	SATB1
ELK4	THAP3
ELK4	ZFP91
ELK4	GABPA
ELK4	TGIF2
ELK4	ZNF670
ELK4	RBAK
ELK4	KLF9
ELK4	EHF
ELK4	POU2F2
ELK4	IKZF1
ELK4	ZKSCAN3
ELK4	E2F3
ELK4	SP1
ELK4	ZBTB7B
ELK4	CDC5L
ELK4	ETS2
ELK4	ZFP41
ELK4	FOXJ1
ELK4	NR6A1
ELK4	TRIM23
ELK4	RUNX1
ELK4	DR1
ELK4	E2F4
ELK4	GTF2E2
ELK4	GTF2F1
ELK4	IRF1
ELK4	JUNB
ELK4	SMARCE1
ELK4	TCF21
ELK4	TUB
ELK4	ZNF35
ELK4	CEBPA
ELK4	DVL1
ELK4	OVOL1
ELK4	NR2F6
ELK4	NHLH1
ELK4	ZNF354A
ELK4	MTF1
ELK4	IRF9
ELK4	CREB3
ELK4	ZNF12
ELK4	ZNF28
ELK4	ZNF41
ELK4	ZNF175
ELK4	ZNF236
ELK4	KIN
ELK4	STAT5B
ELK4	PATZ1
ELK4	POU2F3
ELK4	TFCP2L1
ELK4	ZNF354C
ELK4	ADNP2
ELK4	CIC
ELK4	EP400
ELK4	KLF13
ELK4	PLEK2
ELK4	CHD7
ELK4	HMG20A
ELK4	ZNF654
ELK4	ZKSCAN4
ELK4	POLE4
ELK4	THAP10
ELK4	ZNF319
ELK4	CRAMP1L
ELK4	WIZ
ELK4	ZNF350
ELK4	NR1D1
ELK4	ZMAT3
ELK4	ZNF34
ELK4	THAP2
ELK4	DMRTA2
ELK4	CHD6
ELK4	MAFG
ELK4	ZC3H10
ELK4	ZNF830
ELK4	ZFP90
ELK4	ZNF384
ELK4	ARX
ELK4	ZNF25
ELK4	ZUFSP
ELK4	HMGA1
ELK4	DEPDC4
ELK4	ZNF491
ELK4	ZNF524
ELK4	HOXC4
ELK4	ZNF367
ELK4	MLX
ELK4	ZNF57
ELK4	ZNF776
ELK4	ZNF800
ELK4	ZBTB41
ELK4	TCF12
EP300	PAX6
EP300	SHOX
EP300	RFX2
EP300	GRM6
EP300	RARG
EP300	SMAD5
EP300	ZNF425
EP300	ZNF782
EP300	ZNF774
EP300	CREB5
EP300	FOXP1
EP300	ARGFX
EP300	ZBTB16
EP300	AFF3
EP300	ZNF451
EP300	ZNF384
EP300	ATF3
EP300	ZNF565
EP300	RERE
EP300	IKZF2
EP300	CUL4B
EP300	ZNF331
EP300	ZBTB40
EP300	HIC1
EP300	ZNF219
EP300	ELK1
EP300	PLAG1
EP300	TP73
EP300	ZNF84
EP300	HIVEP3
EP300	SALL1
EP300	UBP1
EP300	ZNF222
EP300	MYB
EP300	SMARCC2
EP300	TCF7
EP300	PAX7
EP300	ZBTB43
EP300	NFATC4
EP300	TCF3
EP300	RCOR3
EP300	DACH2
EP300	DMTF1
EP300	BBX
EP300	ZNF414
EP300	ETV1
EP300	ZNF548
EP300	LMX1B
EP300	STAT6
EP300	ZNF408
EP300	BACH1
EP300	THAP3
EP300	CUL2
EP300	ZSCAN9
EP300	OTX1
EP300	ZNF778
EP300	ZNF664
EP300	MEIS2
EP300	IKZF1
EP300	ZBTB14
EP300	ZNF124
EP300	POU2F3
EP300	ZNF26
EP300	E2F8
EP300	ZNF74
EP300	CUL3
EP300	SP6
EP300	TFEB
EP300	MBD4
EP300	CREBL2
EP300	EPAS1
EP300	EGR1
EP300	HMGA1
EP300	FOXN2
EP300	IRF8
EP300	NFYA
EP300	SNAPC4
EP300	SOX11
EP300	TUB
EP300	ZIC3
EP300	ZNF136
EP300	ZNF141
EP300	ZNF202
EP300	ZNF282
EP300	EMX1
EP300	ZNF235
EP300	DVL2
EP300	ESRRA
EP300	FOXA1
EP300	MLLT3
EP300	YBX1
EP300	MTA2
EP300	PITX3
EP300	MSC
EP300	DLX3
EP300	ETV3
EP300	FOS
EP300	GLI2
EP300	MAFB
EP300	LYL1
EP300	REST
EP300	KLF10
EP300	MTF1
EP300	SNAI1
EP300	BPNT1
EP300	TCFL5
EP300	ZFP36L2
EP300	ZNF236
EP300	ZFPM2
EP300	PLXNB2
EP300	PPP2R3B
EP300	RAX
EP300	KLF15
EP300	ETV2
EP300	VENTX
EP300	ZKSCAN5
EP300	ZNF354C
EP300	HOXC4
EP300	TOX
EP300	ZC3H11A
EP300	TOX4
EP300	ZHX2
EP300	ZNF365
EP300	RCOR1
EP300	ZBTB20
EP300	BOLA1
EP300	ZFR
EP300	HP1BP3
EP300	PRRX2
EP300	PBRM1
EP300	LARP6
EP300	FOXJ2
EP300	ASH1L
EP300	BATF3
EP300	ZKSCAN4
EP300	THAP11
EP300	PRR12
EP300	ZNF398
EP300	TSHZ3
EP300	NR2F2
EP300	GATAD1
EP300	ZNF71
EP300	WIZ
EP300	HLX
EP300	ZNF277
EP300	ZNF667
EP300	SOX17
EP300	ZNF343
EP300	IRX3
EP300	TOE1
EP300	ZNF436
EP300	THAP2
EP300	SOX7
EP300	SETDB2
EP300	MIXL1
EP300	GLIS2
EP300	MAFG
EP300	ZBTB45
EP300	LHX4
EP300	GATA5
EP300	ZFP90
EP300	TIGD3
EP300	ZNF491
EP300	ZNF449
EP300	DZIP1L
EP300	TGIF1
EP300	ZNF616
EP300	TFAP2E
EP300	HKR1
EP300	SP8
EP300	E2F7
EP300	ZBTB18
ERF	ZNF787
ERF	ZMAT5
ERF	ZNF740
ERF	ZNF774
ERF	ZNF780B
ERF	ZNF473
ERF	DEPDC5
ERF	ZNF761
ERF	ZNF468
ERF	DSP
ERF	KIAA2018
ERF	ZNF766
ERF	FEZF1
ERF	HNF4A
ERF	INF2
ERF	KLF10
ERF	GLIS3
ERF	WHSC1
ERF	ZNF205
ERF	CHD2
ERF	UBTF
ERF	TBX20
ERF	ZNF275
ERF	E2F5
ERF	ZNF419
ERF	ZNF506
ERF	ZNF239
ERF	REPIN1
ERF	ZNF160
ERF	ZNF836
ERF	ZNF83
ERF	NFAT5
ERF	ELK1
ERF	ZNF195
ERF	RBM20
ERF	NFIA
ERF	DMTF1
ERF	PHB2
ERF	ZBTB22
ERF	SORBS2
ERF	RIOK2
ERF	ETV1
ERF	THAP4
ERF	NFKB1
ERF	ZNF701
ERF	HDX
ERF	ZBTB33
ERF	ZNF408
ERF	ZCCHC6
ERF	DDIT3
ERF	SATB1
ERF	THAP3
ERF	ZFP91
ERF	GABPA
ERF	TGIF2
ERF	ZNF670
ERF	RBAK
ERF	KLF9
ERF	EHF
ERF	POU2F2
ERF	IKZF1
ERF	ZKSCAN3
ERF	E2F3
ERF	SP1
ERF	ZBTB7B
ERF	CDC5L
ERF	ETS2
ERF	ZFP41
ERF	FOXJ1
ERF	NR6A1
ERF	TRIM23
ERF	RUNX1
ERF	DR1
ERF	E2F4
ERF	GTF2E2
ERF	GTF2F1
ERF	IRF1
ERF	JUNB
ERF	SMARCE1
ERF	TCF21
ERF	TUB
ERF	ZNF35
ERF	CEBPA
ERF	DVL1
ERF	OVOL1
ERF	NR2F6
ERF	NHLH1
ERF	ZNF354A
ERF	MTF1
ERF	IRF9
ERF	CREB3
ERF	ZNF12
ERF	ZNF28
ERF	ZNF41
ERF	ZNF175
ERF	ZNF236
ERF	KIN
ERF	STAT5B
ERF	PATZ1
ERF	POU2F3
ERF	TFCP2L1
ERF	ZNF354C
ERF	ADNP2
ERF	CIC
ERF	EP400
ERF	KLF13
ERF	PLEK2
ERF	CHD7
ERF	HMG20A
ERF	ZNF654
ERF	ZKSCAN4
ERF	POLE4
ERF	THAP10
ERF	ZNF319
ERF	CRAMP1L
ERF	WIZ
ERF	ZNF350
ERF	NR1D1
ERF	ZMAT3
ERF	ZNF34
ERF	THAP2
ERF	DMRTA2
ERF	CHD6
ERF	MAFG
ERF	ZC3H10
ERF	ZNF830
ERF	ZFP90
ERF	ZNF384
ERF	ARX
ERF	ZNF25
ERF	ZUFSP
ERF	HMGA1
ERF	DEPDC4
ERF	ZNF491
ERF	ZNF524
ERF	HOXC4
ERF	ZNF367
ERF	MLX
ERF	ZNF57
ERF	ZNF776
ERF	ZNF800
ERF	ZBTB41
ERF	TCF12
ESR2	EGR2
ESR2	ZNF311
ESR2	TSC22D3
ESR2	ZNF805
ESR2	BOLA3
ESR2	ZNF808
ESR2	ZNF331
ESR2	TOX2
ESR2	SMARCC2
ESR2	RCOR3
ESR2	KLF8
ESR2	CTCF
ESR2	ZNF513
ESR2	MST1R
ESR2	CEBPG
ESR2	VPS72
ESR2	TCF3
ESR2	TEF
ESR2	TFAP2C
ESR2	E2F2
ESR2	FOXL1
ESR2	H1F0
ESR2	SMAD4
ESR2	NHLH1
ESR2	PRDM4
ESR2	ZNF623
ESR2	ZBTB5
ESR2	SIX2
ESR2	SSH3
ESR2	MNT
ESR2	ZNF319
ESR2	ZNF529
ESR2	ZNF442
ESR2	ZNF418
ESR2	ZBTB47
ESR2	ZNF625
ESR2	ZNF461
ESR2	TGIF1
ESR2	ZNF800
ESR2	CUX1
ESR2	ZNF428
ETS1	ZIK1
ETS1	ZNF780A
ETS1	ZNF197
ETS1	AFF3
ETS1	DMAP1
ETS1	GON4L
ETS1	ZNF557
ETS1	PRR3
ETS1	ZNF846
ETS1	CUL4B
ETS1	ZNF623
ETS1	ZNF222
ETS1	SMARCC2
ETS1	TCF7
ETS1	JDP2
ETS1	TFCP2
ETS1	KLF11
ETS1	MBD1
ETS1	RBAK
ETS1	ATF3
ETS1	TCF4
ETS1	TIGD6
ETS1	USP39
ETS1	ZNF155
ETS1	ATF4
ETS1	DR1
ETS1	GABPB1
ETS1	SSRP1
ETS1	ZNF134
ETS1	ZNF143
ETS1	ZNF202
ETS1	RFXANK
ETS1	ZNF230
ETS1	MRPL28
ETS1	ZBTB6
ETS1	ZNF12
ETS1	ZNF24
ETS1	RNF113A
ETS1	ZNF79
ETS1	ZNF81
ETS1	VEZF1
